No Time Like Christmas,BREEZY - It's Giving Christmas,Chris Brown,45
Till The Wheels Fall Off (feat. Lil Durk & Capella Grey),BREEZY - It's Giving Christmas,Chris Brown,38
C.A.B. (Catch A Body) (feat. Fivio Foreign),BREEZY - It's Giving Christmas,Chris Brown,38
Pitch Black,BREEZY - It's Giving Christmas,Chris Brown,36
Possessive (feat. Lil Wayne & BLEU),BREEZY - It's Giving Christmas,Chris Brown,36
Addicted (feat. Lil Baby),BREEZY - It's Giving Christmas,Chris Brown,36
Call Me Every Day (feat. Wizkid),BREEZY - It's Giving Christmas,Chris Brown,37
Closure (feat. H.E.R.),BREEZY - It's Giving Christmas,Chris Brown,36
Need You Right Here (feat. Bryson Tiller),BREEZY - It's Giving Christmas,Chris Brown,36
Sex Memories (feat. Ella Mai),BREEZY - It's Giving Christmas,Chris Brown,36
Hmhmm (feat. EST Gee),BREEZY - It's Giving Christmas,Chris Brown,34
Psychic,BREEZY - It's Giving Christmas,Chris Brown,38
Show It (feat. Blxst),BREEZY - It's Giving Christmas,Chris Brown,35
Sleep At Night,BREEZY - It's Giving Christmas,Chris Brown,34
Passing Time,BREEZY - It's Giving Christmas,Chris Brown,33
WE (Warm Embrace),BREEZY - It's Giving Christmas,Chris Brown,35
Forbidden,BREEZY - It's Giving Christmas,Chris Brown,32
Bad Then A Beach (feat. Tory Lanez),BREEZY - It's Giving Christmas,Chris Brown,33
Survive The Night,BREEZY - It's Giving Christmas,Chris Brown,34
Till The Wheels Fall Off (feat. Lil Durk & Capella Grey),Breezy (Deluxe),Chris Brown,44
C.A.B. (Catch A Body) (feat. Fivio Foreign),Breezy (Deluxe),Chris Brown,45
Pitch Black,Breezy (Deluxe),Chris Brown,43
Possessive (feat. Lil Wayne & BLEU),Breezy (Deluxe),Chris Brown,43
Addicted (feat. Lil Baby),Breezy (Deluxe),Chris Brown,43
Call Me Every Day (feat. Wizkid),Breezy (Deluxe),Chris Brown,46
Closure (feat. H.E.R.),Breezy (Deluxe),Chris Brown,42
Need You Right Here (feat. Bryson Tiller),Breezy (Deluxe),Chris Brown,43
Sex Memories (feat. Ella Mai),Breezy (Deluxe),Chris Brown,43
Hmhmm (feat. EST Gee),Breezy (Deluxe),Chris Brown,41
Psychic,Breezy (Deluxe),Chris Brown,46
Show It (feat. Blxst),Breezy (Deluxe),Chris Brown,42
Sleep At Night,Breezy (Deluxe),Chris Brown,41
Passing Time,Breezy (Deluxe),Chris Brown,41
WE (Warm Embrace),Breezy (Deluxe),Chris Brown,43
Forbidden,Breezy (Deluxe),Chris Brown,40
Bad Then A Beach (feat. Tory Lanez),Breezy (Deluxe),Chris Brown,39
Survive The Night,Breezy (Deluxe),Chris Brown,42
Dream,Breezy (Deluxe),Chris Brown,44
Slide,Breezy (Deluxe),Chris Brown,40
Till The Wheels Fall Off (feat. Lil Durk & Capella Grey),Breezy,Chris Brown,53
C.A.B. (Catch A Body) (feat. Fivio Foreign),Breezy,Chris Brown,57
Pitch Black,Breezy,Chris Brown,49
Possessive (feat. Lil Wayne & BLEU),Breezy,Chris Brown,55
Addicted (feat. Lil Baby),Breezy,Chris Brown,56
Call Me Every Day (feat. Wizkid),Breezy,Chris Brown,54
Closure (feat. H.E.R.),Breezy,Chris Brown,52
Need You Right Here (feat. Bryson Tiller),Breezy,Chris Brown,53
Sex Memories (feat. Ella Mai),Breezy,Chris Brown,53
Hmhmm (feat. EST Gee),Breezy,Chris Brown,49
Psychic,Breezy,Chris Brown,62
Show It (feat. Blxst),Breezy,Chris Brown,50
Sleep At Night,Breezy,Chris Brown,50
Passing Time,Breezy,Chris Brown,48
WE (Warm Embrace),Breezy,Chris Brown,53
Forbidden,Breezy,Chris Brown,46
Bad Then A Beach (feat. Tory Lanez),Breezy,Chris Brown,47
Survive The Night,Breezy,Chris Brown,56
Dream,Breezy,Chris Brown,58
Slide,Breezy,Chris Brown,47
Say You Love Me,Slime & B,Chris Brown,49
Go Crazy,Slime & B,Chris Brown,77
Trap Back (feat. Major Nine),Slime & B,Chris Brown,45
I Got Time (feat. Shad Da God),Slime & B,Chris Brown,45
She Bumped Her Head (feat. Gunna),Slime & B,Chris Brown,48
Big Slimes (feat. Gunna & Lil Duke),Slime & B,Chris Brown,46
I Ain't Tryin',Slime & B,Chris Brown,43
Animal,Slime & B,Chris Brown,46
City Girls,Slime & B,Chris Brown,64
Stolen,Slime & B,Chris Brown,45
Undrunk (feat. Too $hort & E-40),Slime & B,Chris Brown,44
No Such Thing (feat. Hoodybaby),Slime & B,Chris Brown,43
Help Me Breathe (feat. Future),Slime & B,Young Thug,43
Lower Body (feat. Davido),Indigo (Extended),Chris Brown,52
Overtime,Indigo (Extended),Chris Brown,60
Under The Influence,Indigo (Extended),Chris Brown,88
"Outy When I Drive/Blamed (feat. Rich The Kid, Yella Beezy & Sage The Gemini)",Indigo (Extended),Chris Brown,46
Nose Dive (feat. DaniLeigh),Indigo (Extended),Chris Brown,46
Flashbacks,Indigo (Extended),Chris Brown,48
Problem With You,Indigo (Extended),Chris Brown,53
Going At It,Indigo (Extended),Chris Brown,45
Technology,Indigo (Extended),Chris Brown,42
Tell Me How You Feel (feat. Tory Lanez),Indigo (Extended),Chris Brown,47
Indigo,Indigo (Extended),Chris Brown,49
Back To Love,Indigo (Extended),Chris Brown,43
Come Together (feat. H.E.R.),Indigo (Extended),Chris Brown,47
Temporary Lover (feat. Lil Jon),Indigo (Extended),Chris Brown,39
Emerald / Burgundy (feat. Juvenile & Juicy J),Indigo (Extended),Chris Brown,41
Red,Indigo (Extended),Chris Brown,40
All I Want (feat. Tyga),Indigo (Extended),Chris Brown,39
Wobble Up (feat. Nicki Minaj & G-Eazy),Indigo (Extended),Chris Brown,46
Need A Stack (feat. Lil Wayne & Joyner Lucas),Indigo (Extended),Chris Brown,37
Heat (feat. Gunna),Indigo (Extended),Chris Brown,48
Indigo,Indigo,Chris Brown,62
Back To Love,Indigo,Chris Brown,50
Come Together (feat. H.E.R.),Indigo,Chris Brown,60
Temporary Lover (feat. Lil Jon),Indigo,Chris Brown,43
Emerald / Burgundy (feat. Juvenile & Juicy J),Indigo,Chris Brown,46
Red,Indigo,Chris Brown,44
All I Want (feat. Tyga),Indigo,Chris Brown,43
Wobble Up (feat. Nicki Minaj & G-Eazy),Indigo,Chris Brown,53
Need A Stack (feat. Lil Wayne & Joyner Lucas),Indigo,Chris Brown,44
Heat (feat. Gunna),Indigo,Chris Brown,65
No Guidance (feat. Drake),Indigo,Chris Brown,80
Girl Of My Dreams,Indigo,Chris Brown,52
Natural Disaster / Aura,Indigo,Chris Brown,44
Don't Check On Me (feat. Justin Bieber & Ink),Indigo,Chris Brown,61
Sorry Enough,Indigo,Chris Brown,46
Juice,Indigo,Chris Brown,45
You Like That,Indigo,Chris Brown,55
Troubled Waters,Indigo,Chris Brown,42
Take A Risk,Indigo,Chris Brown,40
Lurkin' (feat. Tory Lanez),Indigo,Chris Brown,52
Don't Slow Me Down,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,36
On Purpose (feat. AGNEZ MO),Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,35
Hands Up,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,45
Same S**t,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,38
Trust Me,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,42
Let S**t Go,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,34
I Wanna,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,34
Water,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,39
Yoppa (feat. Trippie Redd),Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,40
Get Off,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,34
This X-Mas (feat. Ella Mai),Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,43
Secret (feat. Solo Lucci),Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,33
Lost & Found,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,32
Privacy,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,41
Juicy Booty (feat. Jhené Aiko & R.Kelly),Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,34
Questions,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,38
Heartbreak on a Full Moon,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,32
Roses,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,32
Confidence,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,32
Rock Your Body,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,Chris Brown,32
Lost & Found,Heartbreak on a Full Moon,Chris Brown,43
Privacy,Heartbreak on a Full Moon,Chris Brown,65
Juicy Booty (feat. Jhené Aiko & R.Kelly),Heartbreak on a Full Moon,Chris Brown,49
Questions,Heartbreak on a Full Moon,Chris Brown,67
Heartbreak on a Full Moon,Heartbreak on a Full Moon,Chris Brown,46
Roses,Heartbreak on a Full Moon,Chris Brown,42
Confidence,Heartbreak on a Full Moon,Chris Brown,46
Rock Your Body,Heartbreak on a Full Moon,Chris Brown,43
Tempo,Heartbreak on a Full Moon,Chris Brown,57
Handle It (feat. DeJ Loaf & Lil Yachty),Heartbreak on a Full Moon,Chris Brown,41
Sip,Heartbreak on a Full Moon,Chris Brown,51
Everybody Knows,Heartbreak on a Full Moon,Chris Brown,43
To My Bed,Heartbreak on a Full Moon,Chris Brown,55
Hope You Do,Heartbreak on a Full Moon,Chris Brown,58
This Ain't,Heartbreak on a Full Moon,Chris Brown,40
Pull Up,Heartbreak on a Full Moon,Chris Brown,42
Party (feat. Usher & Gucci Mane),Heartbreak on a Full Moon,Chris Brown,68
Sensei (feat. A1),Heartbreak on a Full Moon,Chris Brown,41
Summer Breeze,Heartbreak on a Full Moon,Chris Brown,43
No Exit,Heartbreak on a Full Moon,Chris Brown,41
Back To Sleep,Royalty (Deluxe Version),Chris Brown,66
Fine By Me,Royalty (Deluxe Version),Chris Brown,49
Wrist (feat. Solo Lucci),Royalty (Deluxe Version),Chris Brown,52
Make Love,Royalty (Deluxe Version),Chris Brown,51
Liquor,Royalty (Deluxe Version),Chris Brown,59
Zero,Royalty (Deluxe Version),Chris Brown,57
Anyway (feat. Tayla Parx),Royalty (Deluxe Version),Chris Brown,49
Picture Me Rollin',Royalty (Deluxe Version),Chris Brown,52
Who's Gonna (NOBODY),Royalty (Deluxe Version),Chris Brown,48
Discover,Royalty (Deluxe Version),Chris Brown,43
Little Bit,Royalty (Deluxe Version),Chris Brown,53
Proof,Royalty (Deluxe Version),Chris Brown,41
No Filter,Royalty (Deluxe Version),Chris Brown,39
Little More (Royalty),Royalty (Deluxe Version),Chris Brown,52
Day One,Royalty (Deluxe Version),Chris Brown,40
Blow It In The Wind,Royalty (Deluxe Version),Chris Brown,45
KAE,Royalty (Deluxe Version),Chris Brown,40
U Did It (feat. Future),Royalty (Deluxe Version),Chris Brown,44
Westside,Fan of A Fan The Album (Expanded Edition),Chris Brown,43
Nothin' Like Me (feat. Ty Dolla $ign),Fan of A Fan The Album (Expanded Edition),Chris Brown,52
Ayo,Fan of A Fan The Album (Expanded Edition),Chris Brown,74
Girl You Loud,Fan of A Fan The Album (Expanded Edition),Chris Brown,48
Remember Me,Fan of A Fan The Album (Expanded Edition),Chris Brown,48
I Bet (feat. 50 Cent),Fan of A Fan The Album (Expanded Edition),Chris Brown,46
D.G.I.F.U. (feat. Pusha T),Fan of A Fan The Album (Expanded Edition),Chris Brown,42
Better,Fan of A Fan The Album (Expanded Edition),Chris Brown,44
Lights Out (feat. Fat Trel),Fan of A Fan The Album (Expanded Edition),Chris Brown,52
Real One (feat. Boosie Badazz),Fan of A Fan The Album (Expanded Edition),Chris Brown,46
Bitches N Marijuana (feat. ScHoolboy Q),Fan of A Fan The Album (Expanded Edition),Chris Brown,61
She Goin' Up,Fan of A Fan The Album (Expanded Edition),Chris Brown,48
Wrong In The Right Way,Fan of A Fan The Album (Expanded Edition),Chris Brown,40
Bunkin' (feat. Jay 305 & T.I.),Fan of A Fan The Album (Expanded Edition),Chris Brown,40
It's Yo Shit (feat. Wale),Fan of A Fan The Album (Expanded Edition),Chris Brown,38
Banjo,Fan of A Fan The Album (Expanded Edition),Chris Brown,40
OVER DEM,Timeless,Davido,62
FEEL,Timeless,Davido,75
IN THE GARDEN (feat. Morravey),Timeless,Davido,55
GODFATHER,Timeless,Davido,55
UNAVAILABLE (feat. Musa Keys),Timeless,Davido,79
BOP (feat. Dexta Daps),Timeless,Davido,53
E PAIN ME,Timeless,Davido,54
AWAY,Timeless,Davido,61
PRECISION,Timeless,Davido,51
KANTE (feat. Fave),Timeless,Davido,73
NA MONEY (feat. The Cavemen. & Angélique Kidjo),Timeless,Davido,56
U (JUJU) (feat. Skepta),Timeless,Davido,54
NO COMPETITION (feat. Asake),Timeless,Davido,67
PICASSO (feat. Logos Olori),Timeless,Davido,52
FOR THE ROAD,Timeless,Davido,59
LCND,Timeless,Davido,52
Champion Sound,Timeless,Davido,52
FEM,A Better Time,Davido,47
Jowo,A Better Time,Davido,58
Something Fishy,A Better Time,Davido,40
Holy Ground (feat. Nicki Minaj),A Better Time,Davido,53
Heaven,A Better Time,Davido,36
Very Special,A Better Time,Davido,38
The Best (feat. Mayorkun),A Better Time,Davido,51
Shopping Spree (feat. Chris Brown & Young Thug),A Better Time,Davido,53
Sunlight,A Better Time,Davido,36
Tanana (feat. Tiwa Savage),A Better Time,Davido,40
Mebe (feat. MUGEEZ),A Better Time,Davido,35
La La (feat. Ckay),A Better Time,Davido,52
So Crazy (feat. Lil Baby),A Better Time,Davido,41
Birthday Cake (feat. Nas & Hit-boy),A Better Time,Davido,32
I Got a Friend (feat. Mayorkun & Sho Madjozi),A Better Time,Davido,36
Fade (feat. Bella Shmurda),A Better Time,Davido,41
On My Way (feat. Sauti Sol),A Better Time,Davido,34
Intro,A Good Time,Davido,48
1 Milli,A Good Time,Davido,47
Check Am,A Good Time,Davido,38
Disturbance (feat. Peruzzi),A Good Time,Davido,42
If,A Good Time,Davido,54
D & G (feat. Summer Walker),A Good Time,Davido,59
Get to You,A Good Time,Davido,37
Risky,A Good Time,Davido,51
"Sweet in the Middle (feat. Wurld, Naira Marley & Zlatan)",A Good Time,Davido,45
Fall,A Good Time,Davido,60
Green Light Riddim,A Good Time,Davido,38
"Big Picture (feat. Gunna, Dremo & A Boogie Wit Da Hoodie)",A Good Time,Davido,33
One Thing,A Good Time,Davido,37
Assurance,A Good Time,Davido,47
Blow My Mind,A Good Time,Davido,54
Company,A Good Time,Davido,35
Animashaun (feat. Yonda),A Good Time,Davido,36
All Of You,Omo Baba Olowo: The Genesis,Davido,39
Back When,Omo Baba Olowo: The Genesis,Davido,34
New Skul Tinz,Omo Baba Olowo: The Genesis,Davido,18
Video,Omo Baba Olowo: The Genesis,Davido,21
Ekuro,Omo Baba Olowo: The Genesis,Davido,36
Down,Omo Baba Olowo: The Genesis,Davido,18
No Visa,Omo Baba Olowo: The Genesis,Davido,24
Enter The Centre,Omo Baba Olowo: The Genesis,Davido,15
Dollars in the Bank,Omo Baba Olowo: The Genesis,Davido,17
Sade,Omo Baba Olowo: The Genesis,Davido,16
Gbon Gbon,Omo Baba Olowo: The Genesis,Davido,23
Feel Alright,Omo Baba Olowo: The Genesis,Davido,27
Mary Jane,Omo Baba Olowo: The Genesis,Davido,16
For You,Omo Baba Olowo: The Genesis,Davido,19
Overseas,Omo Baba Olowo: The Genesis,Davido,27
Dami Duro,Omo Baba Olowo: The Genesis,Davido,32
Bless Me,Omo Baba Olowo: The Genesis,Davido,21
Sensational (feat. Davido & Lojay),Sensational (feat. Davido & Lojay),Chris Brown,75
Drinks and Cabanas,Drinks and Cabanas,Davido,36
UNAVAILABLE (feat. Musa Keys) - Sean Paul & DING DONG Remix,UNAVAILABLE (feat. Musa Keys) [Sean Paul & DING DONG Remix],Davido,55
UNAVAILABLE (feat. Musa Keys),UNAVAILABLE (feat. Musa Keys) [Sean Paul & DING DONG Remix],Davido,28
UNAVAILABLE (feat. Musa Keys) - Latto Remix,UNAVAILABLE (feat. Musa Keys) [Latto Remix],Davido,52
UNAVAILABLE (feat. Musa Keys),UNAVAILABLE (feat. Musa Keys) [Latto Remix],Davido,27
UNAVAILABLE (feat. Musa Keys) - Major Lazer Remix,UNAVAILABLE (feat. Musa Keys) [Major Lazer Remix],Davido,44
UNAVAILABLE (feat. Musa Keys),UNAVAILABLE (feat. Musa Keys) [Major Lazer Remix],Davido,24
UNAVAILABLE - (Live) | VEVO Session Performance,Unavailable [(Live) | VEVO Session Performance],Davido,24
UNAVAILABLE (feat. Musa Keys),Unavailable [(Live) | VEVO Session Performance],Davido,19
YAHWEH,GANGSTER ROMANTIC,Lojay,45
LEADER!,GANGSTER ROMANTIC,Lojay,50
MOTO,GANGSTER ROMANTIC,Lojay,61
CANADA,GANGSTER ROMANTIC,Lojay,37
IYD,GANGSTER ROMANTIC,Lojay,48
AVAILABU,GANGSTER ROMANTIC,Lojay,51
OVA,GANGSTER ROMANTIC,Lojay,40
Routine Lover,Routine Lover,Good Nation,55
Hate (feat. Lojay & Highlyy) - Remix,Hate (feat. Lojay & Highlyy) [Remix],Idman,26
I Wish (feat. Libianca) - Acoustic,I Wish (feat. Libianca) [Acoustic],JAE5,41
I Wish (feat. Libianca),I Wish (feat. Libianca),JAE5,57
MOTO,MOTO,Lojay,52
Automatic,Automatic,Smallgod,38
CANADA,CANADA,Lojay,29
LEADER!,LEADER!,Lojay,38
Water,Water,Tyla,95
Girl Next Door,Girl Next Door,Tyla,66
Been Thinking,Been Thinking,Tyla,59
To Last (feat. DJ Maphorisa & Young Stunna) - Remix,To Last (feat. DJ Maphorisa & Young Stunna) [Remix],Tyla,45
Overdue (feat. DJ Lag & Kooldrink),Overdue (feat. DJ Lag & Kooldrink),Tyla,50
Getting Late,Getting Late,Tyla,56
Girls Need Love (Girls Mix) (feat. Victoria Monét),Girls Need Love (Girls Mix),Summer Walker,61
Girls Need Love (Girls Mix) (feat. Tyla),Girls Need Love (Girls Mix),Summer Walker,59
Girls Need Love (Girls Mix) (feat. Tink),Girls Need Love (Girls Mix),Summer Walker,50
Girls Need Love - Acoustic,Girls Need Love (Girls Mix),Summer Walker,46
Girls Need Love,Girls Need Love (Girls Mix),Summer Walker,37
Seduce Me (feat. Nkosazana Daughter & Happy JazzMan),DALI DALI,Daliwonga,51
Igunana,DALI DALI,Daliwonga,41
Relokeleng (feat. Mas Musiq & Myztro),DALI DALI,Daliwonga,40
"Mnike (feat. Visca, Murumba Pitch, Happy JazzMan & Mzizi)",DALI DALI,Daliwonga,39
Yena Yedwa (feat. Xduppy & ShaunMusiq & Ftears),DALI DALI,Daliwonga,38
Sponono (feat. ShaunMusiq & Ftears),DALI DALI,Daliwonga,36
Unodoli (feat. Herc Cut The Lights & DJ Maphorisa),DALI DALI,Daliwonga,33
"Abangani Bakho (feat. Shasha, Tyler ICU, Xolani Guitar & Herc Cut The Lights)",DALI DALI,Daliwonga,35
Bana Ba (feat. Tyla & ShaunMusiq & Ftears),DALI DALI,Daliwonga,42
VurVai,DALI DALI,Daliwonga,40
Cellular (feat. Da Muziqal Chef & Kabza De Small),DALI DALI,Daliwonga,39
Moratata (feat. Leemckrazy & TitoM),DALI DALI,Daliwonga,51
My Life,The Kid You Know,Marioo,17
Siwezi,The Kid You Know,Marioo,26
Lonely,The Kid You Know,Marioo,37
